ID,Title,Salary,Rating,Company,Location,Headquarters,Size,ownership,Industry,Sector,Revenue,min,max
256,2021 Summer Analyst Program- Data & Analytics Solutions,$73K-$127K (Glassdoor est.),3.2,The Bank of New York Mellon,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),73000.0,127000
257,Data Analyst - QC,$73K-$127K (Glassdoor est.),2.9,"Nesco Resource, LLC","New York, NY","Cleveland, OH",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),73000.0,127000
260,Data Analyst - III,$73K-$127K (Glassdoor est.),4.2,APN Consulting,"New York, NY","Monmouth Junction, NJ",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),73000.0,127000
261,SQL Data Analyst,$73K-$127K (Glassdoor est.),3.4,Siri InfoSolutions,"Summit, NJ","Edison, NJ",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),73000.0,127000
262,Healthcare Data/Reporting Analyst,$73K-$127K (Glassdoor est.),3.1,Integrated Resources,"New York, NY","Edison, NJ",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),73000.0,127000
264,"JPSC-8461 - Position: 13,52,53 Data Analyst",$73K-$127K (Glassdoor est.),4.5,Avani Technology Solutions,"New York, NY","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),73000.0,127000
265,Data Analyst - Analytics/SQL,$84K-$90K (Glassdoor est.),4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),84000.0,90000
266,Data Analyst-Excel,$84K-$90K (Glassdoor est.),2.6,Altech Star Inc.,"New York, NY","West Windsor, NJ",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),84000.0,90000
268,Data Analyst with Python or Python developer,$84K-$90K (Glassdoor est.),3.9,Diverse Lynx,"New York, NY","Princeton, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),84000.0,90000
269,Data Entry Clerk / Data analyst,$84K-$90K (Glassdoor est.),4.1,V R Della Infotech Inc,"Haworth, NJ","Dover, DE",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),84000.0,90000
270,"Senior Analyst, Data and Insights (Wirecutter)",$84K-$90K (Glassdoor est.),3.8,New York Times,"New York, NY","New York, NY",1001 to 5000 employees,Company - Public,News Outlet,Media,$1 to $2 billion (USD),84000.0,90000
273,Data Governance Analyst,$84K-$90K (Glassdoor est.),3.8,LanceSoft Inc,"New York, NY","Herndon, VA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),84000.0,90000
274,Data Analyst with Python,$84K-$90K (Glassdoor est.),3.9,Diverse Lynx,"New York, NY","Princeton, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),84000.0,90000
277,Analyst Business Data,$84K-$90K (Glassdoor est.),4.0,Northwell Health,"Manhasset, NY","Lake Success, NY",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),84000.0,90000
278,Sr. Datastage and Data Analyst,$84K-$90K (Glassdoor est.),4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,84000.0,90000
280,Consumer Lending Data Analyst,$84K-$90K (Glassdoor est.),3.8,Informa Intelligence,"New York, NY","London, United Kingdom",1001 to 5000 employees,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),84000.0,90000
281,Encounter Data Analyst,$84K-$90K (Glassdoor est.),3.5,Integra Managed Care,"Lake Success, NY","Lake Success, NY",501 to 1000 employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,84000.0,90000
282,Business Analyst/PM/Data Analyst - Investment Bank,$84K-$90K (Glassdoor est.),3.0,RMS Computer,"Jersey City, NJ","New York, NY",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),84000.0,90000
283,"Healthcare Analyst, Claims/Encounter Data",$27K-$52K (Glassdoor est.),3.1,Healthfirst,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,27000.0,52000
285,TX Healthcare Data/Reporting Analyst,$27K-$52K (Glassdoor est.),3.5,SAT Healthcare,"New York, NY","Santa Clara, CA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),27000.0,52000
286,Senior Data Analyst - Regulatory Reporting,$27K-$52K (Glassdoor est.),4.0,American CyberSystems,"New York, NY","Duluth, GA",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),27000.0,52000
287,Senior Specialist Data Analyst,$27K-$52K (Glassdoor est.),3.2,The Bank of New York Mellon,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),27000.0,52000
288,SQL Report Developer Data Analyst,$27K-$52K (Glassdoor est.),3.3,M&T Bank Corporation,"New York, NY","Buffalo, NY",10000+ employees,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),27000.0,52000
290,"Data Analyst,, Sales Operations - Oracle Data Cloud",$27K-$52K (Glassdoor est.),3.6,Oracle,"New York, NY","Redwood City, CA",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),27000.0,52000
292,"Senior Analyst, Data Analytics",$27K-$52K (Glassdoor est.),3.6,CMI/Compas,"New York, NY","King of Prussia, PA",501 to 1000 employees,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),27000.0,52000
293,Senior Data Analyst (Product),$27K-$52K (Glassdoor est.),4.3,AbleTo,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),27000.0,52000
294,Senior Data Analyst - Data Cataloging / Data Profiling,$27K-$52K (Glassdoor est.),4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),27000.0,52000
295,2021 Summer Analyst Program- Data & Analytics Solutions,$27K-$52K (Glassdoor est.),3.7,Eagle Investment Systems,"New York, NY","Wellesley, MA",501 to 1000 employees,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),27000.0,52000
296,Technical Data Analyst,$27K-$52K (Glassdoor est.),4.1,Kforce,"Summit, NJ","Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),27000.0,52000
297,"Senior Analyst, Customer Master Data",$27K-$52K (Glassdoor est.),3.3,Hikma Pharmaceuticals,"Berkeley Heights, NJ","London, United Kingdom",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),27000.0,52000
298,Data Analyst/Project Manager,$27K-$52K (Glassdoor est.),3.4,SMBC Group,"Jersey City, NJ","Tokyo, Japan",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),27000.0,52000
299,Data Analyst II - Division of Endocrinology,$27K-$52K (Glassdoor est.),3.1,Mount Sinai Medical Center,"New York, NY","Miami Beach, FL",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),27000.0,52000
300,Sr. Reference Data Business Analyst - SQL,$27K-$52K (Glassdoor est.),3.7,Citi,"Jersey City, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),27000.0,52000
302,Data Management Analyst (ADDM04) SEC SVCS OPS DATA GOVERNANCE - NA,$27K-$52K (Glassdoor est.),3.9,JPMorgan Chase,"Brooklyn, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),27000.0,52000
303,BA With Data Analyst Skills,$27K-$52K (Glassdoor est.),4.1,Mitchell Martin,"Jersey City, NJ","New York, NY",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),27000.0,52000
304,"Data & Reporting Analyst, GNHCC",$27K-$52K (Glassdoor est.),3.3,VNA Health Group,"Essex Fells, NJ","Holmdel, NJ",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),27000.0,52000
305,Principal Business Analyst - Data Governance,$27K-$52K (Glassdoor est.),4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),27000.0,52000
306,Business Analyst/Data Analyst - Capital Markets,$27K-$52K (Glassdoor est.),3.0,RMS Computer,"Jersey City, NJ","New York, NY",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),27000.0,52000
307,".net, sharepoint, Java, Data analyst, Business Analyst",$27K-$52K (Glassdoor est.),3.4,Hexacorp,"New York, NY","Iselin, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),27000.0,52000
308,ETL Datastage Developer/IBM Infosphere Datastage Consultant(ETL Data Analyst)-Only NY/NJ candidates Please,$27K-$52K (Glassdoor est.),4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,27000.0,52000
309,Consumer Lending Data Analyst,$27K-$52K (Glassdoor est.),3.2,Informa,"New York, NY","London, United Kingdom",10000+ employees,Company - Public,Publishing,Media,$2 to $5 billion (USD),27000.0,52000
310,Data Analyst - CBCH,$27K-$52K (Glassdoor est.),3.8,Columbia University Medical Center,"New York, NY","New York, NY",5001 to 10000 employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),27000.0,52000
311,Solar Data Analyst,$27K-$52K (Glassdoor est.),3.7,Momentum Solar,"South Plainfield, NJ","South Plainfield, NJ",501 to 1000 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,27000.0,52000
312,Data Science Lead Analyst,$27K-$52K (Glassdoor est.),4.6,VIVA USA INC,"Franklin Lakes, NJ","Rolling Meadows, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),27000.0,52000
313,Clinical Data Analyst,$42K-$74K (Glassdoor est.),2.7,ProHEALTH Medical Management,"Lake Success, NY","Lake Success, NY",1001 to 5000 employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,42000.0,74000
314,"Remote: Data Analyst (Data Lineage, Financial industry)_Long term",$42K-$74K (Glassdoor est.),4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),42000.0,74000
316,Data Governance Analyst,$42K-$74K (Glassdoor est.),3.5,Donnelly & Moore Corporation,"New York, NY","New City, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,42000.0,74000
317,"Data Management, Firmwide Data Quality, Analyst",$42K-$74K (Glassdoor est.),3.9,J.P. Morgan,"Newark, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),42000.0,74000
318,Compensation and Data Analyst (Human Resources),$42K-$74K (Glassdoor est.),4.1,Saratoga Medical Center,"New York, NY","Fairfax, VA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),42000.0,74000
319,Senior Data Analyst,$42K-$74K (Glassdoor est.),3.1,YAI/NIPD Network,"New York, NY","New York, NY",5001 to 10000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),42000.0,74000
320,"Data Analyst II, Division of Gastroenterology (Research)",$42K-$74K (Glassdoor est.),3.1,Mount Sinai Medical Center,"New York, NY","Miami Beach, FL",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),42000.0,74000
321,NY Healthcare Data/Reporting Analyst,$42K-$74K (Glassdoor est.),3.9,Diverse Lynx,"New York, NY","Princeton, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),42000.0,74000
322,Data Analyst,$42K-$74K (Glassdoor est.),4.3,Quad Consultancy,"Mount Vernon, NY","Mosta, Malta",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,42000.0,74000
323,Big Data QA Analyst / QA Tester / Test Analyst,$42K-$74K (Glassdoor est.),3.7,"Competent Systems, Inc","Jersey City, NJ","Alpharetta, GA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),42000.0,74000
324,Senior Data Analyst,$42K-$74K (Glassdoor est.),3.2,1199SEIU Funds,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$100 to $500 million (USD),42000.0,74000
325,Senior Supply Chain Data Analyst,$42K-$74K (Glassdoor est.),3.8,Peloton Interactive,"New York, NY","New York, NY",1001 to 5000 employees,Company - Public,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,42000.0,74000
326,"Data Analyst, Capital Markets (Manager)",$42K-$74K (Glassdoor est.),3.5,Genpact,"New York, NY","New York, NY",10000+ employees,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),42000.0,74000
328,"Senior Analyst, Data Instrumentation & Quality (Disney+)",$42K-$74K (Glassdoor est.),3.6,Disney Streaming Services,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,42000.0,74000
329,CIB F&BM Global Program Management EMEA - International Regulatory - Data Provisioning Business Analyst - Associate,$42K-$74K (Glassdoor est.),3.9,J.P. Morgan,"New York, NY","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),42000.0,74000
331,Senior IT Technical Data Analyst,$42K-$74K (Glassdoor est.),2.4,EmblemHealth,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),42000.0,74000
332,Data Analyst/Data Acquisition Speciliest with Financial Industry Exp,$42K-$74K (Glassdoor est.),4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),42000.0,74000
333,Data Analyst/Data Scanning with Financial Industry exp,$42K-$74K (Glassdoor est.),4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),42000.0,74000
334,"Sr Business Analyst, Data Science",$42K-$74K (Glassdoor est.),3.6,Jackson Hewitt,"Jersey City, NJ","Jersey City, NJ",201 to 500 employees,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,42000.0,74000
335,Senior Data Analyst - Data Governance,$42K-$74K (Glassdoor est.),4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),42000.0,74000
336,"Senior Manager, Data Analyst",$42K-$74K (Glassdoor est.),3.2,National Kidney Foundation,"New York, NY","New York, NY",51 to 200 employees,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,$25 to $50 million (USD),42000.0,74000
338,Risk Adjustment Data Analyst,$42K-$74K (Glassdoor est.),3.6,Horizon Blue Cross Blue Shield of New Jersey,"Newark, NJ","Newark, NJ",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),42000.0,74000
339,Data Analyst III,$42K-$74K (Glassdoor est.),3.0,IPRO,"Lake Success, NY","N New Hyde Park, NY",201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),42000.0,74000
340,"Sr. Data Analyst, Retail Media",$77K-$132K (Glassdoor est.),3.9,Criteo,"New York, NY","Paris, France",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),77000.0,132000
341,Sr IT Technical Data Analyst,$77K-$132K (Glassdoor est.),2.4,EmblemHealth,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),77000.0,132000
342,Senior Marketing Data Analyst,$77K-$132K (Glassdoor est.),2.8,ERGO,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,77000.0,132000
343,Data Analyst III,$77K-$132K (Glassdoor est.),4.4,ACT Consulting,"New York, NY","London, United Kingdom",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,77000.0,132000
344,TX Healthcare Data/Reporting Analyst,$77K-$132K (Glassdoor est.),4.8,Tekfortune Inc.,"New York, NY","Piscataway, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,77000.0,132000
345,Senior SQL Data Warehouse Analyst,$77K-$132K (Glassdoor est.),2.8,"Intercontinental Exchange, Inc.","New York, NY","Atlanta, GA",1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),77000.0,132000
346,Data Analyst Junior,$77K-$132K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","New York, NY","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),77000.0,132000
347,SR. Power BI with DAX - Data Analyst,$77K-$132K (Glassdoor est.),3.7,"8K Miles Software Services, Inc.","New York, NY","Santa Clara, CA",201 to 500 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),77000.0,132000
348,Informatica IDQ - Data Quality Analyst (Contract),$77K-$132K (Glassdoor est.),4.0,Two95 International Inc.,"New York, NY","Cherry Hill, NJ",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),77000.0,132000
349,"Senior Solutions Analyst, Data Specialist",$77K-$132K (Glassdoor est.),4.2,VTS,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),77000.0,132000
351,HR Data Analyst,$77K-$132K (Glassdoor est.),3.5,Robert Half,"Jersey City, NJ","Menlo Park, CA",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),77000.0,132000
352,Healthcare Senior Data Analyst - HEDIS,$77K-$132K (Glassdoor est.),2.0,Village Care,"New York, NY","New York, NY",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),77000.0,132000
353,Senior Data Quality Analyst,$77K-$132K (Glassdoor est.),3.3,Quest Diagnostics,"Secaucus, NJ","Secaucus, NJ",10000+ employees,Company - Public,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),77000.0,132000
356,Quantitative Data Analyst/Developer,$77K-$132K (Glassdoor est.),5.0,Creative Data Resources,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,77000.0,132000
357,"Sr Business Data Analyst SAP, SKU, Supply Chain",$77K-$132K (Glassdoor est.),3.4,EVERSANA,"New York, NY","Chicago, IL",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,77000.0,132000
358,"Senior Data Analyst, Gas Planning and Design Engineering",$77K-$132K (Glassdoor est.),3.6,National Grid USA,"Brooklyn, NY","Waltham, MA",10000+ employees,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),77000.0,132000
360,Senior Data Business Analyst,$77K-$132K (Glassdoor est.),2.8,Aegis Media,"New York, NY","London, United Kingdom",1001 to 5000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),77000.0,132000
361,Business Analyst/Data Analyst - Capital Markets Data,$77K-$132K (Glassdoor est.),3.0,RMS Computer Corporation,"Jersey City, NJ","New York, NY",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),77000.0,132000
362,"Firmwide Reference Data Operations, Pricing Operations, Analyst",$77K-$132K (Glassdoor est.),3.9,J.P. Morgan,"Newark, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),77000.0,132000
363,Senior Healthcare Data Analyst,$77K-$132K (Glassdoor est.),4.5,RAMPS International Inc,"New York, NY","Edison, NJ",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),77000.0,132000
365,Senior Data Analyst - FHC - Family Support Center,$77K-$132K (Glassdoor est.),4.0,NYU Langone Health,"New York, NY","New York, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),77000.0,132000
366,QA Data Analyst,$77K-$132K (Glassdoor est.),5.0,Professional Resource Group,"Lake Success, NY","Spring, TX",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),77000.0,132000
368,"Data Analyst/Project Manager in Jersey City, New Jersey | Careers at Harborside",$77K-$132K (Glassdoor est.),3.4,Sumitomo Mitsui Banking Corporation (SMBC),"Jersey City, NJ","Tokyo, Japan",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),77000.0,132000
369,Senior Financial Analyst - Enterprise Data,$98K-$114K (Glassdoor est.),3.2,Geller & Company,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,98000.0,114000
370,Data Analyst with Data Lineage/Rochade,$98K-$114K (Glassdoor est.),4.0,Reliable Software Resources,"Florham Park, NJ","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),98000.0,114000
371,Senior Market Data Content Acquisition/Procurement Analyst,$98K-$114K (Glassdoor est.),2.8,"Intercontinental Exchange, Inc.","New York, NY","Atlanta, GA",1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),98000.0,114000
372,Sr. Specialist Reporting Data Analyst /Engineer - Cloud,$98K-$114K (Glassdoor est.),3.2,The Bank of New York Mellon,"Florham Park, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),98000.0,114000
373,"Senior Business Analyst, Data Management",$98K-$114K (Glassdoor est.),3.4,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),98000.0,114000
374,Data Science Analyst II - Mount Sinai Health Partners,$98K-$114K (Glassdoor est.),3.4,Mount Sinai Health System,"New York, NY","New York, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),98000.0,114000
375,NY Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),3.5,SAT Healthcare,"New York, NY","Santa Clara, CA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),98000.0,114000
376,Data Analyst,$98K-$114K (Glassdoor est.),3.3,Atrium Staffing,"Parsippany, NJ","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,98000.0,114000
377,Technical Business Analyst with Retail Banking and Large Data Program,$98K-$114K (Glassdoor est.),3.7,eTeam Inc.,"New York, NY","South Plainfield, NJ",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),98000.0,114000
378,Principal Sales Operations Analyst - Oracle Data Cloud,$98K-$114K (Glassdoor est.),3.6,Oracle,"New York, NY","Redwood City, CA",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),98000.0,114000
379,QA Production Data Analyst,$98K-$114K (Glassdoor est.),2.7,Metroplus Health Plan,"New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),98000.0,114000
380,JPSC-7462 - Data Analyst Lead - Sr. Tableau Lead,$98K-$114K (Glassdoor est.),4.5,Avani Technology Solutions,"Whippany, NJ","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),98000.0,114000
381,Data Services Lead Analyst,$98K-$114K (Glassdoor est.),2.5,Primesoft,"New York, NY","LISBOA, Portugal",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),98000.0,114000
382,"Sr Data Analyst, Go-Live",$98K-$114K (Glassdoor est.),4.4,Riskified,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,98000.0,114000
384,Senior Healthcare Data Analyst,$98K-$114K (Glassdoor est.),4.3,Cecelia Health,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,98000.0,114000
385,Regulatory Risk Management Data Analytics and Reporting Analyst,$98K-$114K (Glassdoor est.),5.0,Creative Data Resources,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,98000.0,114000
386,NY Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),4.4,Systemart LLC,"New York, NY","Parsippany, NJ",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),98000.0,114000
387,"Specialist, Data and Reporting Analyst - IT Change Management",$98K-$114K (Glassdoor est.),3.2,The Bank of New York Mellon,"Florham Park, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),98000.0,114000
388,Datastage Developer/Consultant/IBM Websphere Datastage Developer(ETL Data Analyst)-Only Local to NY/,$98K-$114K (Glassdoor est.),4.8,TechProjects,"Jersey City, NJ","North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,98000.0,114000
389,Data Analyst III- SAS req'd,$98K-$114K (Glassdoor est.),3.0,IPRO,"Lake Success, NY","N New Hyde Park, NY",201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),98000.0,114000
391,TX Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),3.4,RN Staff,"New York, NY","Westfield, IN",Unknown,Unknown,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,98000.0,114000
392,NY Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),4.2,Abacus Service Corporation,"New York, NY","Southfield, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,98000.0,114000
393,Sr. Data Analyst - RWE,$98K-$114K (Glassdoor est.),4.2,CyberCoders,"Hoboken, NJ","Irvine, CA",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),98000.0,114000
394,Data Migration Lead/ Analyst (migration of data to the new target system),$98K-$114K (Glassdoor est.),3.4,TECHNOCRAFT Solutions,"New York, NY","Hilliard, OH",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),98000.0,114000
395,Senior Data Analytics Solutions Analyst,$98K-$114K (Glassdoor est.),3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),98000.0,114000
397,Data Analyst - Cardiac Cath Lab,$98K-$114K (Glassdoor est.),3.7,RWJBarnabas Health,"West Orange, NJ","West Orange, NJ",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),98000.0,114000
398,Data Quality Management Analyst,$98K-$114K (Glassdoor est.),4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),98000.0,114000
